Area_Name,Year,Group_Name,Sub_Group_Name,Trial_of_Violent_Crimes_by_Courts_By_Confession,Trial_of_Violent_Crimes_by_Courts_By_trial,Trial_of_Violent_Crimes_by_Courts_Total
Madhya Pradesh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,596.0,596.0
Maharashtra,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,345.0,345.0
Manipur,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,5.0,5.0
Meghalaya,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,5.0,5.0
Mizoram,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0
Nagaland,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,2.0,2.0
Odisha,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,201.0,201.0
Rajasthan,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,460.0,460.0
Tamil Nadu,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,4.0,375.0,379.0
West Bengal,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,453.0,453.0
Andhra Pradesh,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,610.0,610.0
Arunachal Pradesh,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,8.0,8.0
Assam,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,55.0,412.0,467.0
Bihar,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,613.0,613.0
Chhattisgarh,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,23.0,91.0,114.0
Gujarat,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,9.0,357.0,366.0
Haryana,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,242.0,242.0
Himachal Pradesh,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,41.0,41.0
Jammu & Kashmir,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,243.0,243.0
Jharkhand,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,21.0,273.0,294.0
Karnataka,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,14.0,189.0,203.0
Maharashtra,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,3.0,448.0,451.0
Manipur,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0
Meghalaya,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,4.0,4.0
Mizoram,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0
Nagaland,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,5.0,5.0
Odisha,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,349.0,349.0
Puducherry,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,4.0,4.0
Rajasthan,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,396.0,396.0
Tamil Nadu,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,486.0,487.0
West Bengal,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,476.0,476.0
Andhra Pradesh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,794.0,794.0
Arunachal Pradesh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,9.0,9.0
Assam,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,45.0,351.0,396.0
Bihar,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,640.0,640.0
Chandigarh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,24.0,24.0
Chhattisgarh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,40.0,81.0,121.0
Delhi,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,12.0,138.0,150.0
Gujarat,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,5.0,331.0,336.0
Haryana,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,284.0,284.0
Himachal Pradesh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,44.0,44.0
Jammu & Kashmir,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,381.0,381.0
Jharkhand,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,423.0,424.0
Karnataka,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,8.0,133.0,141.0
Madhya Pradesh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,406.0,406.0
Maharashtra,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,323.0,323.0
Manipur,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0
Meghalaya,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,13.0,13.0
Odisha,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,276.0,276.0
Tamil Nadu,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,301.0,302.0
Tripura,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,38.0,38.0
West Bengal,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,3.0,397.0,400.0
Andhra Pradesh,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,824.0,824.0
Arunachal Pradesh,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,4.0,4.0
Assam,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,63.0,552.0,615.0
Chandigarh,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,14.0,14.0
Chhattisgarh,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,36.0,109.0,145.0
Delhi,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,25.0,201.0,226.0
Goa,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,9.0,9.0
Gujarat,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,18.0,383.0,401.0
Himachal Pradesh,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,33.0,33.0
Jammu & Kashmir,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,255.0,255.0
Jharkhand,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,376.0,376.0
Karnataka,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,198.0,200.0
Kerala,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,76.0,76.0
Maharashtra,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,387.0,387.0
Manipur,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,2.0,2.0
Meghalaya,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,6.0,6.0
Mizoram,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0
Nagaland,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,13.0,14.0
Odisha,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,402.0,402.0
Tamil Nadu,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,6.0,423.0,429.0
West Bengal,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,7.0,383.0,390.0
Andhra Pradesh,2001,TVC- Murder,01. Murder,0.0,1827.0,1827.0
Arunachal Pradesh,2001,TVC- Murder,01. Murder,0.0,16.0,16.0
Assam,2001,TVC- Murder,01. Murder,49.0,811.0,860.0
Bihar,2001,TVC- Murder,01. Murder,4.0,1620.0,1624.0
Chandigarh,2001,TVC- Murder,01. Murder,0.0,9.0,9.0
Chhattisgarh,2001,TVC- Murder,01. Murder,313.0,377.0,690.0
Delhi,2001,TVC- Murder,01. Murder,21.0,76.0,97.0
Gujarat,2001,TVC- Murder,01. Murder,13.0,651.0,664.0
Haryana,2001,TVC- Murder,01. Murder,12.0,629.0,641.0
Himachal Pradesh,2001,TVC- Murder,01. Murder,0.0,88.0,88.0
Jammu & Kashmir,2001,TVC- Murder,01. Murder,0.0,145.0,145.0
Jharkhand,2001,TVC- Murder,01. Murder,12.0,716.0,728.0
Karnataka,2001,TVC- Murder,01. Murder,0.0,1297.0,1297.0
Kerala,2001,TVC- Murder,01. Murder,6.0,158.0,164.0
Madhya Pradesh,2001,TVC- Murder,01. Murder,0.0,2348.0,2348.0
Maharashtra,2001,TVC- Murder,01. Murder,12.0,1691.0,1703.0
Manipur,2001,TVC- Murder,01. Murder,0.0,3.0,3.0
Meghalaya,2001,TVC- Murder,01. Murder,8.0,22.0,30.0
Mizoram,2001,TVC- Murder,01. Murder,5.0,8.0,13.0
Nagaland,2001,TVC- Murder,01. Murder,6.0,5.0,11.0
Odisha,2001,TVC- Murder,01. Murder,0.0,690.0,690.0
Tamil Nadu,2001,TVC- Murder,01. Murder,8.0,2020.0,2028.0
Uttar Pradesh,2001,TVC- Murder,01. Murder,8.0,5515.0,5523.0
West Bengal,2001,TVC- Murder,01. Murder,2.0,480.0,482.0
Andaman & Nicobar Islands,2002,TVC- Murder,01. Murder,0.0,8.0,8.0
Andhra Pradesh,2002,TVC- Murder,01. Murder,2.0,2643.0,2645.0
Assam,2002,TVC- Murder,01. Murder,20.0,604.0,624.0
Bihar,2002,TVC- Murder,01. Murder,4.0,1350.0,1354.0
Chandigarh,2002,TVC- Murder,01. Murder,0.0,9.0,9.0
Chhattisgarh,2002,TVC- Murder,01. Murder,688.0,442.0,1130.0
Daman & Diu,2002,TVC- Murder,01. Murder,0.0,4.0,4.0
Delhi,2002,TVC- Murder,01. Murder,0.0,450.0,450.0
Gujarat,2002,TVC- Murder,01. Murder,18.0,723.0,741.0
Haryana,2002,TVC- Murder,01. Murder,0.0,694.0,694.0
Himachal Pradesh,2002,TVC- Murder,01. Murder,1.0,67.0,68.0
Jammu & Kashmir,2002,TVC- Murder,01. Murder,0.0,143.0,143.0
Jharkhand,2002,TVC- Murder,01. Murder,11.0,1406.0,1417.0
Karnataka,2002,TVC- Murder,01. Murder,0.0,1166.0,1166.0
Lakshadweep,2002,TVC- Murder,01. Murder,0.0,1.0,1.0
Madhya Pradesh,2002,TVC- Murder,01. Murder,0.0,2265.0,2265.0
Maharashtra,2002,TVC- Murder,01. Murder,0.0,2177.0,2177.0
Meghalaya,2002,TVC- Murder,01. Murder,4.0,10.0,14.0
Mizoram,2002,TVC- Murder,01. Murder,2.0,1.0,3.0
Nagaland,2002,TVC- Murder,01. Murder,0.0,8.0,8.0
Odisha,2002,TVC- Murder,01. Murder,0.0,757.0,757.0
Punjab,2002,TVC- Murder,01. Murder,0.0,750.0,750.0
Sikkim,2002,TVC- Murder,01. Murder,3.0,10.0,13.0
Tamil Nadu,2002,TVC- Murder,01. Murder,29.0,1840.0,1869.0
Tripura,2002,TVC- Murder,01. Murder,0.0,170.0,170.0
West Bengal,2002,TVC- Murder,01. Murder,0.0,670.0,670.0
Andaman & Nicobar Islands,2003,TVC- Murder,01. Murder,0.0,1.0,1.0
Andhra Pradesh,2003,TVC- Murder,01. Murder,0.0,2625.0,2625.0
Arunachal Pradesh,2003,TVC- Murder,01. Murder,0.0,20.0,20.0
Assam,2003,TVC- Murder,01. Murder,31.0,502.0,533.0
Bihar,2003,TVC- Murder,01. Murder,0.0,2112.0,2112.0
Chandigarh,2003,TVC- Murder,01. Murder,0.0,9.0,9.0
Chhattisgarh,2003,TVC- Murder,01. Murder,0.0,729.0,729.0
Daman & Diu,2003,TVC- Murder,01. Murder,0.0,2.0,2.0
Gujarat,2003,TVC- Murder,01. Murder,25.0,1055.0,1080.0
Haryana,2003,TVC- Murder,01. Murder,0.0,725.0,725.0
Himachal Pradesh,2003,TVC- Murder,01. Murder,6.0,91.0,97.0
Jammu & Kashmir,2003,TVC- Murder,01. Murder,0.0,104.0,104.0
Jharkhand,2003,TVC- Murder,01. Murder,0.0,1223.0,1223.0
Karnataka,2003,TVC- Murder,01. Murder,0.0,1280.0,1280.0
Kerala,2003,TVC- Murder,01. Murder,2.0,217.0,219.0
Maharashtra,2003,TVC- Murder,01. Murder,28.0,2314.0,2342.0
Meghalaya,2003,TVC- Murder,01. Murder,0.0,12.0,12.0
Mizoram,2003,TVC- Murder,01. Murder,15.0,4.0,19.0
Nagaland,2003,TVC- Murder,01. Murder,0.0,16.0,16.0
Odisha,2003,TVC- Murder,01. Murder,0.0,760.0,760.0
Puducherry,2003,TVC- Murder,01. Murder,0.0,9.0,9.0
Punjab,2003,TVC- Murder,01. Murder,0.0,650.0,650.0
Rajasthan,2003,TVC- Murder,01. Murder,0.0,1398.0,1398.0
Tamil Nadu,2003,TVC- Murder,01. Murder,93.0,1641.0,1734.0
Uttarakhand,2003,TVC- Murder,01. Murder,1.0,148.0,149.0
West Bengal,2003,TVC- Murder,01. Murder,18.0,842.0,860.0
Andaman & Nicobar Islands,2004,TVC- Murder,01. Murder,0.0,7.0,7.0
Andhra Pradesh,2004,TVC- Murder,01. Murder,0.0,2913.0,2913.0
Arunachal Pradesh,2004,TVC- Murder,01. Murder,0.0,9.0,9.0
Assam,2004,TVC- Murder,01. Murder,36.0,558.0,594.0
Bihar,2004,TVC- Murder,01. Murder,2.0,2258.0,2260.0
Chandigarh,2004,TVC- Murder,01. Murder,0.0,12.0,12.0
Chhattisgarh,2004,TVC- Murder,01. Murder,23.0,642.0,665.0
Daman & Diu,2004,TVC- Murder,01. Murder,0.0,1.0,1.0
Gujarat,2004,TVC- Murder,01. Murder,20.0,1044.0,1064.0
Haryana,2004,TVC- Murder,01. Murder,0.0,536.0,536.0
Himachal Pradesh,2004,TVC- Murder,01. Murder,0.0,107.0,107.0
Jammu & Kashmir,2004,TVC- Murder,01. Murder,2.0,105.0,107.0
Karnataka,2004,TVC- Murder,01. Murder,0.0,1978.0,1978.0
Kerala,2004,TVC- Murder,01. Murder,1.0,269.0,270.0
Maharashtra,2004,TVC- Murder,01. Murder,11.0,2148.0,2159.0
Manipur,2004,TVC- Murder,01. Murder,0.0,7.0,7.0
Meghalaya,2004,TVC- Murder,01. Murder,1.0,14.0,15.0
Mizoram,2004,TVC- Murder,01. Murder,9.0,19.0,28.0
Nagaland,2004,TVC- Murder,01. Murder,2.0,78.0,80.0
Odisha,2004,TVC- Murder,01. Murder,0.0,1006.0,1006.0
Punjab,2004,TVC- Murder,01. Murder,114.0,435.0,549.0
Rajasthan,2004,TVC- Murder,01. Murder,0.0,1208.0,1208.0
Tamil Nadu,2004,TVC- Murder,01. Murder,27.0,1559.0,1586.0
Uttar Pradesh,2004,TVC- Murder,01. Murder,0.0,5834.0,5834.0
West Bengal,2004,TVC- Murder,01. Murder,26.0,752.0,778.0
Andhra Pradesh,2005,TVC- Murder,01. Murder,0.0,2667.0,2667.0
Arunachal Pradesh,2005,TVC- Murder,01. Murder,0.0,11.0,11.0
Assam,2005,TVC- Murder,01. Murder,46.0,616.0,662.0
Bihar,2005,TVC- Murder,01. Murder,4.0,2396.0,2400.0
Chandigarh,2005,TVC- Murder,01. Murder,0.0,15.0,15.0
Chhattisgarh,2005,TVC- Murder,01. Murder,384.0,326.0,710.0
Gujarat,2005,TVC- Murder,01. Murder,21.0,772.0,793.0
Haryana,2005,TVC- Murder,01. Murder,0.0,636.0,636.0
Himachal Pradesh,2005,TVC- Murder,01. Murder,0.0,106.0,106.0
Jammu & Kashmir,2005,TVC- Murder,01. Murder,0.0,165.0,165.0
Jharkhand,2005,TVC- Murder,01. Murder,38.0,847.0,885.0
Karnataka,2005,TVC- Murder,01. Murder,8.0,2067.0,2075.0
Kerala,2005,TVC- Murder,01. Murder,0.0,309.0,309.0
Maharashtra,2005,TVC- Murder,01. Murder,1.0,2296.0,2297.0
Manipur,2005,TVC- Murder,01. Murder,0.0,2.0,2.0
Meghalaya,2005,TVC- Murder,01. Murder,0.0,11.0,11.0
Mizoram,2005,TVC- Murder,01. Murder,9.0,31.0,40.0
Nagaland,2005,TVC- Murder,01. Murder,0.0,181.0,181.0
Odisha,2005,TVC- Murder,01. Murder,23.0,869.0,892.0
Punjab,2005,TVC- Murder,01. Murder,0.0,599.0,599.0
Tamil Nadu,2005,TVC- Murder,01. Murder,13.0,1361.0,1374.0
Uttar Pradesh,2005,TVC- Murder,01. Murder,0.0,4957.0,4957.0
West Bengal,2005,TVC- Murder,01. Murder,18.0,792.0,810.0
Andhra Pradesh,2006,TVC- Murder,01. Murder,0.0,2497.0,2497.0
Arunachal Pradesh,2006,TVC- Murder,01. Murder,0.0,5.0,5.0
Assam,2006,TVC- Murder,01. Murder,56.0,576.0,632.0
Bihar,2006,TVC- Murder,01. Murder,43.0,2686.0,2729.0
Chandigarh,2006,TVC- Murder,01. Murder,0.0,23.0,23.0
Chhattisgarh,2006,TVC- Murder,01. Murder,372.0,339.0,711.0
Dadra & Nagar Haveli,2006,TVC- Murder,01. Murder,0.0,1.0,1.0
Daman & Diu,2006,TVC- Murder,01. Murder,0.0,3.0,3.0
Gujarat,2006,TVC- Murder,01. Murder,37.0,736.0,773.0
Himachal Pradesh,2006,TVC- Murder,01. Murder,0.0,65.0,65.0
Jammu & Kashmir,2006,TVC- Murder,01. Murder,0.0,125.0,125.0
Jharkhand,2006,TVC- Murder,01. Murder,14.0,1532.0,1546.0
Karnataka,2006,TVC- Murder,01. Murder,0.0,1440.0,1440.0
Madhya Pradesh,2006,TVC- Murder,01. Murder,0.0,2315.0,2315.0
Maharashtra,2006,TVC- Murder,01. Murder,10.0,1698.0,1708.0
Manipur,2006,TVC- Murder,01. Murder,0.0,5.0,5.0
Meghalaya,2006,TVC- Murder,01. Murder,2.0,60.0,62.0
Mizoram,2006,TVC- Murder,01. Murder,0.0,62.0,62.0
Nagaland,2006,TVC- Murder,01. Murder,16.0,8.0,24.0
Odisha,2006,TVC- Murder,01. Murder,1.0,753.0,754.0
Tamil Nadu,2006,TVC- Murder,01. Murder,5.0,1227.0,1232.0
Tripura,2006,TVC- Murder,01. Murder,0.0,166.0,166.0
Uttar Pradesh,2006,TVC- Murder,01. Murder,0.0,5526.0,5526.0
Uttarakhand,2006,TVC- Murder,01. Murder,0.0,197.0,197.0
West Bengal,2006,TVC- Murder,01. Murder,10.0,1418.0,1428.0
Andhra Pradesh,2007,TVC- Murder,01. Murder,0.0,2737.0,2737.0
Arunachal Pradesh,2007,TVC- Murder,01. Murder,0.0,6.0,6.0
Assam,2007,TVC- Murder,01. Murder,62.0,511.0,573.0
Bihar,2007,TVC- Murder,01. Murder,0.0,2654.0,2654.0
Chandigarh,2007,TVC- Murder,01. Murder,0.0,15.0,15.0
Chhattisgarh,2007,TVC- Murder,01. Murder,354.0,344.0,698.0
Gujarat,2007,TVC- Murder,01. Murder,42.0,603.0,645.0
Haryana,2007,TVC- Murder,01. Murder,0.0,543.0,543.0
Himachal Pradesh,2007,TVC- Murder,01. Murder,0.0,72.0,72.0
Jammu & Kashmir,2007,TVC- Murder,01. Murder,0.0,109.0,109.0
Jharkhand,2007,TVC- Murder,01. Murder,58.0,1152.0,1210.0
Karnataka,2007,TVC- Murder,01. Murder,0.0,1429.0,1429.0
Lakshadweep,2007,TVC- Murder,01. Murder,0.0,1.0,1.0
Madhya Pradesh,2007,TVC- Murder,01. Murder,0.0,2075.0,2075.0
Maharashtra,2007,TVC- Murder,01. Murder,3.0,1535.0,1538.0
Manipur,2007,TVC- Murder,01. Murder,0.0,3.0,3.0
Meghalaya,2007,TVC- Murder,01. Murder,4.0,16.0,20.0
Mizoram,2007,TVC- Murder,01. Murder,0.0,42.0,42.0
Nagaland,2007,TVC- Murder,01. Murder,0.0,34.0,34.0
Odisha,2007,TVC- Murder,01. Murder,0.0,677.0,677.0
Punjab,2007,TVC- Murder,01. Murder,0.0,545.0,545.0
Tamil Nadu,2007,TVC- Murder,01. Murder,7.0,1503.0,1510.0
Uttar Pradesh,2007,TVC- Murder,01. Murder,0.0,4420.0,4420.0
Uttarakhand,2007,TVC- Murder,01. Murder,0.0,235.0,235.0
West Bengal,2007,TVC- Murder,01. Murder,2.0,1146.0,1148.0
Andhra Pradesh,2008,TVC- Murder,01. Murder,0.0,2119.0,2119.0
Arunachal Pradesh,2008,TVC- Murder,01. Murder,0.0,5.0,5.0
Assam,2008,TVC- Murder,01. Murder,49.0,376.0,425.0
Bihar,2008,TVC- Murder,01. Murder,1.0,2217.0,2218.0
Chandigarh,2008,TVC- Murder,01. Murder,0.0,26.0,26.0
Chhattisgarh,2008,TVC- Murder,01. Murder,349.0,416.0,765.0
Gujarat,2008,TVC- Murder,01. Murder,20.0,645.0,665.0
Haryana,2008,TVC- Murder,01. Murder,0.0,690.0,690.0
Himachal Pradesh,2008,TVC- Murder,01. Murder,0.0,83.0,83.0
Jammu & Kashmir,2008,TVC- Murder,01. Murder,0.0,107.0,107.0
Jharkhand,2008,TVC- Murder,01. Murder,117.0,1084.0,1201.0
Karnataka,2008,TVC- Murder,01. Murder,31.0,1054.0,1085.0
Maharashtra,2008,TVC- Murder,01. Murder,5.0,1671.0,1676.0
Manipur,2008,TVC- Murder,01. Murder,0.0,5.0,5.0
Meghalaya,2008,TVC- Murder,01. Murder,3.0,21.0,24.0
Mizoram,2008,TVC- Murder,01. Murder,10.0,6.0,16.0
Nagaland,2008,TVC- Murder,01. Murder,4.0,28.0,32.0
Odisha,2008,TVC- Murder,01. Murder,0.0,781.0,781.0
Tamil Nadu,2008,TVC- Murder,01. Murder,7.0,1244.0,1251.0
West Bengal,2008,TVC- Murder,01. Murder,0.0,1128.0,1128.0
Andhra Pradesh,2009,TVC- Murder,01. Murder,0.0,1984.0,1984.0
Arunachal Pradesh,2009,TVC- Murder,01. Murder,0.0,5.0,5.0
Assam,2009,TVC- Murder,01. Murder,37.0,504.0,541.0
Bihar,2009,TVC- Murder,01. Murder,0.0,2340.0,2340.0
Chandigarh,2009,TVC- Murder,01. Murder,0.0,18.0,18.0
Chhattisgarh,2009,TVC- Murder,01. Murder,398.0,564.0,962.0
Gujarat,2009,TVC- Murder,01. Murder,21.0,448.0,469.0
Haryana,2009,TVC- Murder,01. Murder,0.0,633.0,633.0
Himachal Pradesh,2009,TVC- Murder,01. Murder,0.0,82.0,82.0
Jammu & Kashmir,2009,TVC- Murder,01. Murder,0.0,153.0,153.0
Jharkhand,2009,TVC- Murder,01. Murder,14.0,985.0,999.0
Karnataka,2009,TVC- Murder,01. Murder,76.0,1096.0,1172.0
Madhya Pradesh,2009,TVC- Murder,01. Murder,0.0,1733.0,1733.0
Maharashtra,2009,TVC- Murder,01. Murder,6.0,1452.0,1458.0
Manipur,2009,TVC- Murder,01. Murder,0.0,5.0,5.0
Meghalaya,2009,TVC- Murder,01. Murder,2.0,26.0,28.0
Mizoram,2009,TVC- Murder,01. Murder,22.0,2.0,24.0
Nagaland,2009,TVC- Murder,01. Murder,5.0,20.0,25.0
Odisha,2009,TVC- Murder,01. Murder,0.0,620.0,620.0
Tamil Nadu,2009,TVC- Murder,01. Murder,8.0,1119.0,1127.0
West Bengal,2009,TVC- Murder,01. Murder,10.0,837.0,847.0
Andhra Pradesh,2010,TVC- Murder,01. Murder,0.0,2299.0,2299.0
Arunachal Pradesh,2010,TVC- Murder,01. Murder,0.0,11.0,11.0
Assam,2010,TVC- Murder,01. Murder,29.0,378.0,407.0
Chandigarh,2010,TVC- Murder,01. Murder,0.0,20.0,20.0
Chhattisgarh,2010,TVC- Murder,01. Murder,343.0,463.0,806.0
Daman & Diu,2010,TVC- Murder,01. Murder,0.0,2.0,2.0
Delhi,2010,TVC- Murder,01. Murder,3.0,398.0,401.0
Goa,2010,TVC- Murder,01. Murder,0.0,42.0,42.0
Gujarat,2010,TVC- Murder,01. Murder,32.0,414.0,446.0
Himachal Pradesh,2010,TVC- Murder,01. Murder,0.0,89.0,89.0
Jammu & Kashmir,2010,TVC- Murder,01. Murder,0.0,158.0,158.0
Jharkhand,2010,TVC- Murder,01. Murder,7.0,1084.0,1091.0
Karnataka,2010,TVC- Murder,01. Murder,8.0,1123.0,1131.0
Kerala,2010,TVC- Murder,01. Murder,0.0,196.0,196.0
Maharashtra,2010,TVC- Murder,01. Murder,3.0,1841.0,1844.0
Manipur,2010,TVC- Murder,01. Murder,0.0,4.0,4.0
Meghalaya,2010,TVC- Murder,01. Murder,2.0,14.0,16.0
Mizoram,2010,TVC- Murder,01. Murder,8.0,33.0,41.0
Nagaland,2010,TVC- Murder,01. Murder,8.0,23.0,31.0
Odisha,2010,TVC- Murder,01. Murder,0.0,745.0,745.0
Sikkim,2010,TVC- Murder,01. Murder,1.0,7.0,8.0
Tamil Nadu,2010,TVC- Murder,01. Murder,17.0,1288.0,1305.0
West Bengal,2010,TVC- Murder,01. Murder,7.0,773.0,780.0
Andhra Pradesh,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,13.0,13.0
Arunachal Pradesh,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,0.0,0.0
Assam,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,15.0,15.0
